Customer ID,Age,Gender,Item Purchased,Category,Purchase Amount (USD),Location,Size,Color,Season,Review Rating,Subscription Status,Shipping Type,Discount Applied,Previous Purchases,Payment Method,Frequency of Purchases,Frequency Score,Amount Normalized,Purchases Normalized,Value Score,Value Tier,Purchases Freq Normalized,Loyalty Score A,Loyalty Score B,Promo Dependency Score,Satisfaction Flag,Loyalty Tier
2797,55,Female,Jacket,Outerwear,73,Oklahoma,M,Red,Winter,3.8,No,Store Pickup,No,21,Cash,Annually,1,0.6625,0.40816326530612246,0.5353316326530613,Mid Value,0.0,0.20408163265306123,0.20408163265306123,0,Unsatisfied,Low Loyalty
2798,63,Female,Jewelry,Accessories,42,Oklahoma,M,Green,Winter,3.5,No,Express,No,10,Venmo,Quarterly,2,0.275,0.1836734693877551,0.22933673469387755,Low Value,0.25,0.21683673469387754,0.21683673469387754,0,Unsatisfied,Low Loyalty
2799,52,Female,Hoodie,Clothing,20,Rhode Island,XL,Red,Winter,4.8,No,Store Pickup,No,37,PayPal,Weekly,5,0.0,0.7346938775510204,0.3673469387755102,Mid Value,1.0,0.8673469387755102,0.8673469387755102,0,Satisfied,High Loyalty
2800,23,Female,T-shirt,Clothing,89,Maine,L,Pink,Spring,3.9,No,Free Shipping,No,9,Bank Transfer,Quarterly,2,0.8625,0.16326530612244897,0.5128826530612245,Mid Value,0.25,0.20663265306122447,0.20663265306122447,0,Satisfied,Low Loyalty
2801,70,Female,Shirt,Clothing,76,Arkansas,L,Violet,Fall,3.4,No,Free Shipping,No,14,Cash,Fortnightly,4,0.7,0.2653061224489796,0.4826530612244898,Mid Value,0.75,0.5076530612244898,0.5076530612244898,0,Unsatisfied,Mid Loyalty
2802,64,Female,Shirt,Clothing,56,New Mexico,M,Indigo,Winter,2.6,No,Express,No,30,PayPal,Annually,1,0.45,0.5918367346938775,0.5209183673469387,Mid Value,0.0,0.29591836734693877,0.29591836734693877,0,Unsatisfied,Low Loyalty
2803,22,Female,Coat,Outerwear,100,Hawaii,L,Red,Fall,3.1,No,Store Pickup,No,42,Credit Card,Fortnightly,4,1.0,0.8367346938775511,0.9183673469387755,High Value,0.75,0.7933673469387755,0.7933673469387755,0,Unsatisfied,High Loyalty
2804,46,Female,T-shirt,Clothing,44,Idaho,M,Violet,Winter,3.3,No,Free Shipping,No,31,Bank Transfer,Monthly,3,0.3,0.6122448979591837,0.45612244897959187,Mid Value,0.5,0.5561224489795918,0.5561224489795918,0,Unsatisfied,Mid Loyalty
2805,65,Female,Hoodie,Clothing,76,South Carolina,M,Cyan,Spring,2.8,No,Standard,No,48,Bank Transfer,Quarterly,2,0.7,0.9591836734693877,0.8295918367346938,High Value,0.25,0.6045918367346939,0.6045918367346939,0,Unsatisfied,Mid Loyalty
2806,18,Female,Sunglasses,Accessories,97,Nevada,S,Black,Fall,4.3,No,Standard,No,48,Cash,Quarterly,2,0.9625,0.9591836734693877,0.9608418367346938,High Value,0.25,0.6045918367346939,0.6045918367346939,0,Satisfied,Mid Loyalty
2807,45,Female,Blouse,Clothing,39,South Carolina,L,Purple,Spring,2.7,No,Standard,No,50,Credit Card,Annually,1,0.2375,1.0,0.61875,Mid Value,0.0,0.5,0.5,0,Unsatisfied,Mid Loyalty
2808,56,Female,Hoodie,Clothing,100,Maryland,M,Charcoal,Spring,4.4,No,2-Day Shipping,No,10,Debit Card,Fortnightly,4,1.0,0.1836734693877551,0.5918367346938775,Mid Value,0.75,0.46683673469387754,0.46683673469387754,0,Satisfied,Mid Loyalty
2809,49,Female,Skirt,Clothing,62,Tennessee,M,Beige,Spring,3.9,No,Free Shipping,No,45,PayPal,Quarterly,2,0.525,0.8979591836734694,0.7114795918367347,High Value,0.25,0.5739795918367347,0.5739795918367347,0,Satisfied,Mid Loyalty
2810,66,Female,Shorts,Clothing,98,Arkansas,XL,Teal,Summer,3.0,No,Standard,No,27,Debit Card,Quarterly,2,0.975,0.5306122448979592,0.7528061224489796,High Value,0.25,0.3903061224489796,0.3903061224489796,0,Unsatisfied,Mid Loyalty
2811,27,Female,Jeans,Clothing,31,Arizona,M,Purple,Summer,4.0,No,Standard,No,10,Debit Card,Fortnightly,4,0.1375,0.1836734693877551,0.16058673469387758,Low Value,0.75,0.46683673469387754,0.46683673469387754,0,Satisfied,Mid Loyalty
2812,69,Female,Jacket,Outerwear,89,Ohio,M,Blue,Fall,3.7,No,Store Pickup,No,19,Credit Card,Quarterly,2,0.8625,0.3673469387755102,0.6149234693877551,Mid Value,0.25,0.3086734693877551,0.3086734693877551,0,Unsatisfied,Low Loyalty
2813,66,Female,Hoodie,Clothing,91,North Dakota,XL,Magenta,Fall,3.8,No,Store Pickup,No,1,Credit Card,Quarterly,2,0.8875,0.0,0.44375,Mid Value,0.25,0.125,0.125,0,Unsatisfied,Low Loyalty
2814,45,Female,Shirt,Clothing,50,Vermont,S,Maroon,Summer,3.3,No,2-Day Shipping,No,39,Debit Card,Quarterly,2,0.375,0.7755102040816326,0.5752551020408163,Mid Value,0.25,0.5127551020408163,0.5127551020408163,0,Unsatisfied,Mid Loyalty
2815,31,Female,T-shirt,Clothing,32,Minnesota,L,Gold,Winter,3.6,No,Standard,No,14,Bank Transfer,Monthly,3,0.15,0.2653061224489796,0.2076530612244898,Low Value,0.5,0.38265306122448983,0.38265306122448983,0,Unsatisfied,Mid Loyalty
2816,33,Female,Blouse,Clothing,67,Idaho,L,Black,Fall,3.9,No,Free Shipping,No,40,Venmo,Quarterly,2,0.5875,0.7959183673469388,0.6917091836734695,High Value,0.25,0.5229591836734694,0.5229591836734694,0,Satisfied,Mid Loyalty
2817,43,Female,Skirt,Clothing,28,Maryland,M,Black,Spring,3.5,No,Free Shipping,No,45,Venmo,Weekly,5,0.1,0.8979591836734694,0.4989795918367347,Mid Value,1.0,0.9489795918367347,0.9489795918367347,0,Unsatisfied,High Loyalty
2818,25,Female,Backpack,Accessories,65,South Carolina,XL,Yellow,Winter,3.4,No,Standard,No,6,Venmo,Weekly,5,0.5625,0.10204081632653061,0.3322704081632653,Low Value,1.0,0.5510204081632653,0.5510204081632653,0,Unsatisfied,Mid Loyalty
2819,46,Female,Shorts,Clothing,73,California,M,Turquoise,Fall,4.7,No,Next Day Air,No,12,Debit Card,Annually,1,0.6625,0.22448979591836735,0.4434948979591837,Mid Value,0.0,0.11224489795918367,0.11224489795918367,0,Satisfied,Low Loyalty
2820,67,Female,Shirt,Clothing,27,Georgia,L,Lavender,Spring,3.0,No,Free Shipping,No,19,Cash,Monthly,3,0.0875,0.3673469387755102,0.2274234693877551,Low Value,0.5,0.4336734693877551,0.4336734693877551,0,Unsatisfied,Mid Loyalty
2821,26,Female,Backpack,Accessories,89,Vermont,L,Yellow,Summer,3.9,No,Free Shipping,No,5,Cash,Fortnightly,4,0.8625,0.08163265306122448,0.47206632653061226,Mid Value,0.75,0.41581632653061223,0.41581632653061223,0,Satisfied,Mid Loyalty
2822,35,Female,Shoes,Footwear,72,Georgia,L,Olive,Summer,4.5,No,Standard,No,37,Venmo,Monthly,3,0.65,0.7346938775510204,0.6923469387755102,High Value,0.5,0.6173469387755102,0.6173469387755102,0,Satisfied,Mid Loyalty
2823,61,Female,Skirt,Clothing,37,New Jersey,S,Brown,Fall,4.1,No,Standard,No,33,PayPal,Quarterly,2,0.2125,0.6530612244897959,0.43278061224489794,Mid Value,0.25,0.45153061224489793,0.45153061224489793,0,Satisfied,Mid Loyalty
2824,26,Female,Dress,Clothing,63,Utah,M,Olive,Summer,4.5,No,Standard,No,47,Debit Card,Fortnightly,4,0.5375,0.9387755102040817,0.7381377551020408,High Value,0.75,0.8443877551020409,0.8443877551020409,0,Satisfied,High Loyalty
2825,39,Female,Hat,Accessories,90,Utah,M,Purple,Fall,4.0,No,Free Shipping,No,49,Debit Card,Quarterly,2,0.875,0.9795918367346939,0.9272959183673469,High Value,0.25,0.6147959183673469,0.6147959183673469,0,Satisfied,Mid Loyalty
2826,69,Female,Handbag,Accessories,62,North Carolina,M,Yellow,Winter,4.3,No,2-Day Shipping,No,28,Bank Transfer,Annually,1,0.525,0.5510204081632653,0.5380102040816326,Mid Value,0.0,0.2755102040816326,0.2755102040816326,0,Satisfied,Low Loyalty
2827,32,Female,Handbag,Accessories,43,Florida,L,Brown,Fall,3.6,No,Express,No,23,Venmo,Annually,1,0.2875,0.4489795918367347,0.3682397959183673,Mid Value,0.0,0.22448979591836735,0.22448979591836735,0,Unsatisfied,Low Loyalty
2828,20,Female,Blouse,Clothing,96,Wisconsin,M,Magenta,Fall,3.1,No,Next Day Air,No,11,Bank Transfer,Fortnightly,4,0.95,0.20408163265306123,0.5770408163265306,Mid Value,0.75,0.4770408163265306,0.4770408163265306,0,Unsatisfied,Mid Loyalty
2829,25,Female,Scarf,Accessories,83,Tennessee,L,Lavender,Fall,2.6,No,Standard,No,33,PayPal,Quarterly,2,0.7875,0.6530612244897959,0.7202806122448979,High Value,0.25,0.45153061224489793,0.45153061224489793,0,Unsatisfied,Mid Loyalty
2830,56,Female,Jewelry,Accessories,67,Arizona,XL,Teal,Fall,3.4,No,Next Day Air,No,47,Cash,Weekly,5,0.5875,0.9387755102040817,0.7631377551020408,High Value,1.0,0.9693877551020409,0.9693877551020409,0,Unsatisfied,High Loyalty
2831,63,Female,Skirt,Clothing,90,Oregon,L,Cyan,Spring,2.9,No,Store Pickup,No,13,Venmo,Quarterly,2,0.875,0.24489795918367346,0.5599489795918368,Mid Value,0.25,0.24744897959183673,0.24744897959183673,0,Unsatisfied,Low Loyalty
2832,34,Female,Hoodie,Clothing,53,Virginia,L,Pink,Winter,5.0,No,Express,No,4,Credit Card,Weekly,5,0.4125,0.061224489795918366,0.23686224489795918,Low Value,1.0,0.5306122448979592,0.5306122448979592,0,Satisfied,Mid Loyalty
2833,29,Female,Scarf,Accessories,37,Maryland,M,Magenta,Summer,4.6,No,Standard,No,40,PayPal,Quarterly,2,0.2125,0.7959183673469388,0.5042091836734693,Mid Value,0.25,0.5229591836734694,0.5229591836734694,0,Satisfied,Mid Loyalty
2834,43,Female,Jeans,Clothing,56,Arkansas,M,Teal,Fall,3.3,No,Free Shipping,No,19,Cash,Monthly,3,0.45,0.3673469387755102,0.4086734693877551,Mid Value,0.5,0.4336734693877551,0.4336734693877551,0,Unsatisfied,Mid Loyalty
2835,39,Female,Jacket,Outerwear,43,Texas,M,Indigo,Fall,2.9,No,2-Day Shipping,No,17,Credit Card,Weekly,5,0.2875,0.32653061224489793,0.307015306122449,Low Value,1.0,0.6632653061224489,0.6632653061224489,0,Unsatisfied,Mid Loyalty
2836,33,Female,T-shirt,Clothing,84,Vermont,S,Pink,Winter,4.9,No,Free Shipping,No,7,Venmo,Annually,1,0.8,0.12244897959183673,0.4612244897959184,Mid Value,0.0,0.061224489795918366,0.061224489795918366,0,Satisfied,Low Loyalty
2837,51,Female,Pants,Clothing,50,Wyoming,M,Charcoal,Winter,5.0,No,2-Day Shipping,No,21,Cash,Fortnightly,4,0.375,0.40816326530612246,0.39158163265306123,Mid Value,0.75,0.5790816326530612,0.5790816326530612,0,Satisfied,Mid Loyalty
2838,65,Female,Shoes,Footwear,88,Alabama,M,Brown,Summer,4.5,No,Express,No,44,PayPal,Weekly,5,0.85,0.8775510204081632,0.8637755102040816,High Value,1.0,0.9387755102040816,0.9387755102040816,0,Satisfied,High Loyalty
2839,51,Female,Jacket,Outerwear,50,Maine,M,Blue,Fall,3.7,No,Free Shipping,No,2,Bank Transfer,Weekly,5,0.375,0.02040816326530612,0.19770408163265307,Low Value,1.0,0.5102040816326531,0.5102040816326531,0,Unsatisfied,Mid Loyalty
2840,70,Female,Scarf,Accessories,80,South Dakota,L,Teal,Summer,2.8,No,Store Pickup,No,30,Bank Transfer,Monthly,3,0.75,0.5918367346938775,0.6709183673469388,High Value,0.5,0.5459183673469388,0.5459183673469388,0,Unsatisfied,Mid Loyalty
2841,40,Female,T-shirt,Clothing,47,West Virginia,L,Pink,Spring,3.5,No,Store Pickup,No,41,Cash,Annually,1,0.3375,0.8163265306122449,0.5769132653061224,Mid Value,0.0,0.40816326530612246,0.40816326530612246,0,Unsatisfied,Mid Loyalty
2842,19,Female,Dress,Clothing,33,Ohio,XL,Magenta,Winter,3.0,No,2-Day Shipping,No,31,Cash,Weekly,5,0.1625,0.6122448979591837,0.38737244897959183,Mid Value,1.0,0.8061224489795918,0.8061224489795918,0,Unsatisfied,High Loyalty
2843,28,Female,Coat,Outerwear,100,Arizona,L,Green,Fall,4.3,No,Standard,No,48,Debit Card,Quarterly,2,1.0,0.9591836734693877,0.9795918367346939,High Value,0.25,0.6045918367346939,0.6045918367346939,0,Satisfied,Mid Loyalty
2844,51,Female,Sweater,Clothing,26,Ohio,M,White,Summer,3.6,No,Store Pickup,No,41,Venmo,Weekly,5,0.075,0.8163265306122449,0.44566326530612244,Mid Value,1.0,0.9081632653061225,0.9081632653061225,0,Unsatisfied,High Loyalty
2845,32,Female,Hat,Accessories,79,New Mexico,M,Indigo,Summer,4.4,No,Standard,No,42,Venmo,Annually,1,0.7375,0.8367346938775511,0.7871173469387756,High Value,0.0,0.41836734693877553,0.41836734693877553,0,Satisfied,Mid Loyalty
2846,26,Female,Backpack,Accessories,77,South Dakota,L,Lavender,Summer,4.1,No,Express,No,39,Debit Card,Quarterly,2,0.7125,0.7755102040816326,0.7440051020408163,High Value,0.25,0.5127551020408163,0.5127551020408163,0,Satisfied,Mid Loyalty
2847,50,Female,Socks,Clothing,36,Oklahoma,XL,Black,Fall,2.8,No,Next Day Air,No,15,PayPal,Fortnightly,4,0.2,0.2857142857142857,0.24285714285714285,Low Value,0.75,0.5178571428571428,0.5178571428571428,0,Unsatisfied,Mid Loyalty
2848,68,Female,Jewelry,Accessories,21,Connecticut,L,Charcoal,Winter,2.8,No,Free Shipping,No,3,PayPal,Quarterly,2,0.0125,0.04081632653061224,0.026658163265306123,Low Value,0.25,0.14540816326530612,0.14540816326530612,0,Unsatisfied,Low Loyalty
2849,33,Female,Boots,Footwear,72,Wisconsin,L,Gray,Fall,4.9,No,Store Pickup,No,28,Bank Transfer,Quarterly,2,0.65,0.5510204081632653,0.6005102040816326,Mid Value,0.25,0.4005102040816326,0.4005102040816326,0,Satisfied,Mid Loyalty
2850,56,Female,Coat,Outerwear,25,New Hampshire,M,Gold,Spring,4.1,No,Express,No,27,PayPal,Fortnightly,4,0.0625,0.5306122448979592,0.2965561224489796,Low Value,0.75,0.6403061224489797,0.6403061224489797,0,Satisfied,Mid Loyalty
2851,57,Female,Sweater,Clothing,79,Nebraska,M,Silver,Spring,3.0,No,Store Pickup,No,36,Debit Card,Annually,1,0.7375,0.7142857142857143,0.7258928571428571,High Value,0.0,0.35714285714285715,0.35714285714285715,0,Unsatisfied,Mid Loyalty
2852,58,Female,Blouse,Clothing,73,Nevada,L,Teal,Summer,3.0,No,Store Pickup,No,42,Debit Card,Monthly,3,0.6625,0.8367346938775511,0.7496173469387755,High Value,0.5,0.6683673469387755,0.6683673469387755,0,Unsatisfied,High Loyalty
2853,40,Female,Belt,Accessories,71,New York,M,Magenta,Spring,3.0,No,Store Pickup,No,30,Venmo,Weekly,5,0.6375,0.5918367346938775,0.6146683673469387,Mid Value,1.0,0.7959183673469388,0.7959183673469388,0,Unsatisfied,High Loyalty
2854,37,Female,Hat,Accessories,48,Pennsylvania,M,Magenta,Winter,3.2,No,Next Day Air,No,9,PayPal,Weekly,5,0.35,0.16326530612244897,0.25663265306122446,Low Value,1.0,0.5816326530612245,0.5816326530612245,0,Unsatisfied,Mid Loyalty
2855,36,Female,Sandals,Footwear,28,Delaware,M,Beige,Fall,2.7,No,Store Pickup,No,25,Venmo,Monthly,3,0.1,0.4897959183673469,0.29489795918367345,Low Value,0.5,0.49489795918367346,0.49489795918367346,0,Unsatisfied,Mid Loyalty
2856,29,Female,Boots,Footwear,95,Mississippi,S,Maroon,Winter,3.8,No,2-Day Shipping,No,33,PayPal,Quarterly,2,0.9375,0.6530612244897959,0.7952806122448979,High Value,0.25,0.45153061224489793,0.45153061224489793,0,Unsatisfied,Mid Loyalty
2857,65,Female,Jacket,Outerwear,48,Iowa,M,Indigo,Winter,3.5,No,2-Day Shipping,No,31,Credit Card,Monthly,3,0.35,0.6122448979591837,0.48112244897959183,Mid Value,0.5,0.5561224489795918,0.5561224489795918,0,Unsatisfied,Mid Loyalty
2858,44,Female,Dress,Clothing,93,Utah,S,Maroon,Spring,3.8,No,Next Day Air,No,35,Debit Card,Monthly,3,0.9125,0.6938775510204082,0.8031887755102041,High Value,0.5,0.596938775510204,0.596938775510204,0,Unsatisfied,Mid Loyalty
2859,34,Female,Jeans,Clothing,87,Maryland,L,Teal,Summer,3.8,No,2-Day Shipping,No,46,Bank Transfer,Monthly,3,0.8375,0.9183673469387755,0.8779336734693878,High Value,0.5,0.7091836734693877,0.7091836734693877,0,Unsatisfied,High Loyalty
2860,31,Female,Shorts,Clothing,32,Utah,L,Yellow,Fall,3.4,No,Express,No,29,Bank Transfer,Annually,1,0.15,0.5714285714285714,0.3607142857142857,Mid Value,0.0,0.2857142857142857,0.2857142857142857,0,Unsatisfied,Low Loyalty
2861,28,Female,Shirt,Clothing,38,Rhode Island,M,Gold,Spring,2.9,No,Next Day Air,No,49,Bank Transfer,Weekly,5,0.225,0.9795918367346939,0.602295918367347,Mid Value,1.0,0.9897959183673469,0.9897959183673469,0,Unsatisfied,High Loyalty
2862,66,Female,Coat,Outerwear,54,Maryland,M,Teal,Fall,3.4,No,Free Shipping,No,27,Credit Card,Monthly,3,0.425,0.5306122448979592,0.4778061224489796,Mid Value,0.5,0.5153061224489797,0.5153061224489797,0,Unsatisfied,Mid Loyalty
2863,68,Female,Coat,Outerwear,75,Hawaii,S,Violet,Summer,4.7,No,Store Pickup,No,5,Bank Transfer,Quarterly,2,0.6875,0.08163265306122448,0.38456632653061223,Mid Value,0.25,0.16581632653061223,0.16581632653061223,0,Satisfied,Low Loyalty
2864,37,Female,T-shirt,Clothing,56,Connecticut,M,Yellow,Fall,3.9,No,2-Day Shipping,No,18,Venmo,Monthly,3,0.45,0.3469387755102041,0.39846938775510204,Mid Value,0.5,0.423469387755102,0.423469387755102,0,Satisfied,Mid Loyalty
2865,58,Female,Sweater,Clothing,43,Illinois,S,Maroon,Fall,3.6,No,Store Pickup,No,31,Venmo,Weekly,5,0.2875,0.6122448979591837,0.44987244897959183,Mid Value,1.0,0.8061224489795918,0.8061224489795918,0,Unsatisfied,High Loyalty
2866,28,Female,Skirt,Clothing,97,California,M,Silver,Fall,3.7,No,Free Shipping,No,27,Cash,Fortnightly,4,0.9625,0.5306122448979592,0.7465561224489796,High Value,0.75,0.6403061224489797,0.6403061224489797,0,Unsatisfied,Mid Loyalty
2867,54,Female,Blouse,Clothing,75,Connecticut,S,Violet,Summer,3.1,No,Free Shipping,No,19,Cash,Annually,1,0.6875,0.3673469387755102,0.5274234693877551,Mid Value,0.0,0.1836734693877551,0.1836734693877551,0,Unsatisfied,Low Loyalty
2868,21,Female,Sneakers,Footwear,55,Colorado,L,White,Summer,4.9,No,Next Day Air,No,33,Cash,Fortnightly,4,0.4375,0.6530612244897959,0.5452806122448979,Mid Value,0.75,0.7015306122448979,0.7015306122448979,0,Satisfied,High Loyalty
2869,45,Female,Backpack,Accessories,49,Colorado,M,Black,Winter,2.6,No,Next Day Air,No,42,PayPal,Quarterly,2,0.3625,0.8367346938775511,0.5996173469387756,Mid Value,0.25,0.5433673469387755,0.5433673469387755,0,Unsatisfied,Mid Loyalty
2870,57,Female,Socks,Clothing,58,Georgia,M,White,Summer,4.2,No,Standard,No,16,Bank Transfer,Weekly,5,0.475,0.30612244897959184,0.3905612244897959,Mid Value,1.0,0.653061224489796,0.653061224489796,0,Satisfied,Mid Loyalty
2871,47,Female,Jewelry,Accessories,34,North Dakota,M,Blue,Winter,4.8,No,Free Shipping,No,49,Debit Card,Quarterly,2,0.175,0.9795918367346939,0.577295918367347,Mid Value,0.25,0.6147959183673469,0.6147959183673469,0,Satisfied,Mid Loyalty
2872,46,Female,Shorts,Clothing,43,Idaho,S,Black,Summer,2.7,No,2-Day Shipping,No,40,Venmo,Fortnightly,4,0.2875,0.7959183673469388,0.5417091836734693,Mid Value,0.75,0.7729591836734694,0.7729591836734694,0,Unsatisfied,High Loyalty
2873,63,Female,Jewelry,Accessories,48,Connecticut,L,Olive,Fall,2.6,No,Next Day Air,No,5,Cash,Annually,1,0.35,0.08163265306122448,0.21581632653061222,Low Value,0.0,0.04081632653061224,0.04081632653061224,0,Unsatisfied,Low Loyalty
2874,44,Female,Sweater,Clothing,40,Montana,M,Teal,Spring,2.6,No,Free Shipping,No,8,Bank Transfer,Monthly,3,0.25,0.14285714285714285,0.19642857142857142,Low Value,0.5,0.3214285714285714,0.3214285714285714,0,Unsatisfied,Low Loyalty
2875,36,Female,Shirt,Clothing,29,Colorado,L,Silver,Summer,3.1,No,Standard,No,2,Debit Card,Annually,1,0.1125,0.02040816326530612,0.06645408163265307,Low Value,0.0,0.01020408163265306,0.01020408163265306,0,Unsatisfied,Low Loyalty
2876,24,Female,Pants,Clothing,81,Kentucky,M,Pink,Fall,2.6,No,Free Shipping,No,14,Debit Card,Weekly,5,0.7625,0.2653061224489796,0.5139030612244898,Mid Value,1.0,0.6326530612244898,0.6326530612244898,0,Unsatisfied,Mid Loyalty
2877,65,Female,Hoodie,Clothing,84,New Mexico,M,Charcoal,Spring,3.4,No,2-Day Shipping,No,5,Bank Transfer,Fortnightly,4,0.8,0.08163265306122448,0.44081632653061226,Mid Value,0.75,0.41581632653061223,0.41581632653061223,0,Unsatisfied,Mid Loyalty
2878,32,Female,Socks,Clothing,46,New Jersey,M,Silver,Summer,3.6,No,Standard,No,34,Venmo,Monthly,3,0.325,0.673469387755102,0.49923469387755104,Mid Value,0.5,0.5867346938775511,0.5867346938775511,0,Unsatisfied,Mid Loyalty
2879,63,Female,Dress,Clothing,86,California,L,Turquoise,Summer,4.3,No,Next Day Air,No,13,Bank Transfer,Annually,1,0.825,0.24489795918367346,0.5349489795918367,Mid Value,0.0,0.12244897959183673,0.12244897959183673,0,Satisfied,Low Loyalty
2880,62,Female,Blouse,Clothing,57,North Dakota,XL,Turquoise,Winter,4.9,No,Free Shipping,No,31,Venmo,Annually,1,0.4625,0.6122448979591837,0.5373724489795919,Mid Value,0.0,0.30612244897959184,0.30612244897959184,0,Satisfied,Low Loyalty
2881,19,Female,Skirt,Clothing,61,Florida,L,Beige,Winter,4.8,No,Store Pickup,No,43,PayPal,Quarterly,2,0.5125,0.8571428571428571,0.6848214285714285,High Value,0.25,0.5535714285714286,0.5535714285714286,0,Satisfied,Mid Loyalty
2882,38,Female,Backpack,Accessories,90,Texas,M,Cyan,Winter,4.2,No,Free Shipping,No,6,Bank Transfer,Annually,1,0.875,0.10204081632653061,0.4885204081632653,Mid Value,0.0,0.05102040816326531,0.05102040816326531,0,Satisfied,Low Loyalty
2883,59,Female,Blouse,Clothing,51,Oklahoma,L,Gold,Winter,2.6,No,Store Pickup,No,23,Credit Card,Fortnightly,4,0.3875,0.4489795918367347,0.41823979591836735,Mid Value,0.75,0.5994897959183674,0.5994897959183674,0,Unsatisfied,Mid Loyalty
2884,22,Female,Socks,Clothing,48,Rhode Island,XL,Silver,Spring,3.2,No,Standard,No,10,PayPal,Weekly,5,0.35,0.1836734693877551,0.26683673469387753,Low Value,1.0,0.5918367346938775,0.5918367346938775,0,Unsatisfied,Mid Loyalty
2885,55,Female,Boots,Footwear,50,Arkansas,M,Purple,Summer,3.4,No,2-Day Shipping,No,47,Credit Card,Quarterly,2,0.375,0.9387755102040817,0.6568877551020409,Mid Value,0.25,0.5943877551020409,0.5943877551020409,0,Unsatisfied,Mid Loyalty
2886,29,Female,Backpack,Accessories,82,Nevada,M,Yellow,Summer,3.5,No,Next Day Air,No,14,Credit Card,Fortnightly,4,0.775,0.2653061224489796,0.5201530612244898,Mid Value,0.75,0.5076530612244898,0.5076530612244898,0,Unsatisfied,Mid Loyalty
2887,42,Female,Hat,Accessories,33,Utah,L,Blue,Spring,4.2,No,Free Shipping,No,29,PayPal,Weekly,5,0.1625,0.5714285714285714,0.3669642857142857,Mid Value,1.0,0.7857142857142857,0.7857142857142857,0,Satisfied,High Loyalty
2888,23,Female,Sandals,Footwear,28,Kentucky,L,Blue,Winter,2.8,No,Express,No,12,Cash,Fortnightly,4,0.1,0.22448979591836735,0.16224489795918368,Low Value,0.75,0.4872448979591837,0.4872448979591837,0,Unsatisfied,Mid Loyalty
2889,70,Female,Hoodie,Clothing,42,Wisconsin,L,Green,Spring,5.0,No,2-Day Shipping,No,25,Debit Card,Quarterly,2,0.275,0.4897959183673469,0.3823979591836735,Mid Value,0.25,0.36989795918367346,0.36989795918367346,0,Satisfied,Mid Loyalty
2890,64,Female,Sunglasses,Accessories,43,Minnesota,M,Charcoal,Fall,3.3,No,Store Pickup,No,21,Venmo,Annually,1,0.2875,0.40816326530612246,0.3478316326530612,Mid Value,0.0,0.20408163265306123,0.20408163265306123,0,Unsatisfied,Low Loyalty
2891,39,Female,Jeans,Clothing,55,North Dakota,M,Violet,Winter,3.7,No,Free Shipping,No,23,Credit Card,Monthly,3,0.4375,0.4489795918367347,0.4432397959183674,Mid Value,0.5,0.4744897959183674,0.4744897959183674,0,Unsatisfied,Mid Loyalty
2892,47,Female,T-shirt,Clothing,73,Ohio,XL,Black,Winter,2.5,No,Free Shipping,No,10,PayPal,Monthly,3,0.6625,0.1836734693877551,0.42308673469387753,Mid Value,0.5,0.34183673469387754,0.34183673469387754,0,Unsatisfied,Mid Loyalty
2893,22,Female,Dress,Clothing,39,Nevada,M,Teal,Spring,3.2,No,Standard,No,47,Credit Card,Monthly,3,0.2375,0.9387755102040817,0.5881377551020408,Mid Value,0.5,0.7193877551020409,0.7193877551020409,0,Unsatisfied,High Loyalty
2894,69,Female,Belt,Accessories,20,Kentucky,S,Orange,Spring,3.1,No,Free Shipping,No,44,Debit Card,Quarterly,2,0.0,0.8775510204081632,0.4387755102040816,Mid Value,0.25,0.5637755102040816,0.5637755102040816,0,Unsatisfied,Mid Loyalty
2895,35,Female,Jewelry,Accessories,32,Kentucky,S,Brown,Spring,3.5,No,Standard,No,41,Venmo,Annually,1,0.15,0.8163265306122449,0.48316326530612247,Mid Value,0.0,0.40816326530612246,0.40816326530612246,0,Unsatisfied,Mid Loyalty
2896,56,Female,Hoodie,Clothing,86,Montana,L,Green,Summer,4.6,No,Standard,No,29,Bank Transfer,Monthly,3,0.825,0.5714285714285714,0.6982142857142857,High Value,0.5,0.5357142857142857,0.5357142857142857,0,Satisfied,Mid Loyalty
2897,30,Female,Blouse,Clothing,91,Delaware,M,Silver,Summer,3.3,No,Free Shipping,No,2,Venmo,Quarterly,2,0.8875,0.02040816326530612,0.45395408163265305,Mid Value,0.25,0.13520408163265307,0.13520408163265307,0,Unsatisfied,Low Loyalty
2898,43,Female,Jacket,Outerwear,59,Montana,L,Violet,Fall,2.5,No,Free Shipping,No,2,Cash,Fortnightly,4,0.4875,0.02040816326530612,0.25395408163265304,Low Value,0.75,0.3852040816326531,0.3852040816326531,0,Unsatisfied,Mid Loyalty
2899,23,Female,Sneakers,Footwear,33,New Jersey,XL,Peach,Summer,4.6,No,Express,No,29,Credit Card,Annually,1,0.1625,0.5714285714285714,0.3669642857142857,Mid Value,0.0,0.2857142857142857,0.2857142857142857,0,Satisfied,Low Loyalty
2900,50,Female,Boots,Footwear,64,Nebraska,M,Gold,Spring,4.2,No,2-Day Shipping,No,22,Bank Transfer,Fortnightly,4,0.55,0.42857142857142855,0.4892857142857143,Mid Value,0.75,0.5892857142857143,0.5892857142857143,0,Satisfied,Mid Loyalty
